paperid,volume,issue,first_author_affiliation,correspondence_author_affiliation
26291,7,1,"Ephorate of Underwater Antiquities, Ministry of Culture, Kallisperi 30, 117 42 Athens, Greece (E-mail:","Ephorate of Underwater Antiquities, Ministry of Culture, Kallisperi 30, 117 42 Athens, Greece (E-mail:"
26325,7,2,"Institute of Advanced Studies on Sustainability, Amalienstr 75, 80799 Munich, Germany (E-mail:","Institute of Advanced Studies on Sustainability, Amalienstr 75, 80799 Munich, Germany (E-mail:"
26352,7,2,"Professor, Graduate Institute of Evnvironmental Engineering, National Taiwan University, 71 Chou-Shan Rd., Taipei, Chinese Taiwan (E-mail:","Professor, Graduate Institute of Evnvironmental Engineering, National Taiwan University, 71 Chou-Shan Rd., Taipei, Chinese Taiwan (E-mail:"
26358,7,2,"Department of Civil Engineering, The University of Hong Kong, Hong Kong, China (E-mail:","Department of Civil Engineering, The University of Hong Kong, Hong Kong, China (E-mail:"
26359,7,2,"Australian Rivers Institute, Griffith University, Nathan, Queensland 4111, Australia (E-mail:","Australian Rivers Institute, Griffith University, Nathan, Queensland 4111, Australia (E-mail:"
26323,7,2,"Pearl River Water Resources Commission, Tianshou RD, No.80, Guangzhou, China (E-mail:","Pearl River Water Resources Commission, Tianshou RD, No.80, Guangzhou, China (E-mail:"
26330,7,2,"Professor, Department of Civil Engineering, University of Glasgow, Glasgow G12 8LT, UK (E-mail:","Professor, Department of Civil Engineering, University of Glasgow, Glasgow G12 8LT, UK (E-mail:"
26331,7,2,"Department of Earth Sciences, The University of Hong Kong, Pokfulam Road, Hong Kong, China (E-mail:","Department of Earth Sciences, The University of Hong Kong, Pokfulam Road, Hong Kong, China (E-mail:"
26334,7,2,"Department of Botany, The University of Hong Kong, Pokfulam Road, Hong Kong, China (E-mail:","Department of Botany, The University of Hong Kong, Pokfulam Road, Hong Kong, China (E-mail:"
26339,7,2,"Institute of Microelectronics, 11 Science Park Rd., Singapore Science Park II, Singapore 117685, Singapore (E-mail:","Institute of Microelectronics, 11 Science Park Rd., Singapore Science Park II, Singapore 117685, Singapore (E-mail:"
26341,7,2,"Center for Advancing Microbial Risk Assessment, Department of Fisheries and Wildlife, Michigan State University, 13 Natural Resources, E. Lansing, MI 48824, USA (E-mail:","Center for Advancing Microbial Risk Assessment, Department of Fisheries and Wildlife, Michigan State University, 13 Natural Resources, E. Lansing, MI 48824, USA (E-mail:"
26345,7,2,"School of Public Health, Griffith University, University Dve Meadowbrook, Qld 4131, Australia (E-mail:","School of Public Health, Griffith University, University Dve Meadowbrook, Qld 4131, Australia (E-mail:"
26346,7,2,"Laboratory of Environmental Toxicology, Department of Ecology & Biodiversity, The University of Hong Kong, Pokfulam Road, Hong Kong SAR, China (E-mail:","Laboratory of Environmental Toxicology, Department of Ecology & Biodiversity, The University of Hong Kong, Pokfulam Road, Hong Kong SAR, China (E-mail:"
26348,7,2,"Department of Civil Engineering, The University of Hong Kong, Pokfulam Rd., Hong Kong, China (E-mail:","Department of Civil Engineering, The University of Hong Kong, Pokfulam Rd., Hong Kong, China (E-mail:"
26320,7,3,"Institute for Development of Water Resources “Jaroslav Černi”, Jaroslava Černog 80, 11226 Belgrade, Serbia (E-mail:","Institute for Development of Water Resources “Jaroslav Černi”, Jaroslava Černog 80, 11226 Belgrade, Serbia (E-mail:"
26309,7,3,"Institute for Development of Water Resources “Jaroslav Černi”, Jaroslava Černog 80, 11226 Belgrade, Serbia (E-mail:","Institute for Development of Water Resources “Jaroslav Černi”, Jaroslava Černog 80, 11226 Belgrade, Serbia (E-mail:"
26312,7,3,"Malcolm Pirnie, Inc., 3101 Wilson Boulevard, Suite 550, Arlington, VA 22201, USA (E-mail:","Malcolm Pirnie, Inc., 3101 Wilson Boulevard, Suite 550, Arlington, VA 22201, USA (E-mail:"
26314,7,3,"Center for Scientific Research of Serbian Academy of Science and Arts and University of Kragujevac, University of Kragujevac, Jovana Cvijića bb, 34000 Kragujevac, Serbia and Montenegro (E-mail:","Center for Scientific Research of Serbian Academy of Science and Arts and University of Kragujevac, University of Kragujevac, Jovana Cvijića bb, 34000 Kragujevac, Serbia and Montenegro (E-mail:"
26316,7,3,"Institute for Water Development “Jaroslav Cerni”, Belgrade, Jaroslav Cerni St. No 80, Serbia (E-mail:","Institute for Water Development “Jaroslav Cerni”, Belgrade, Jaroslav Cerni St. No 80, Serbia (E-mail:"
26318,7,3,"Institutul National de Hidrologie şi Gospodărirea Apelor, Sos. Bucureşti — Ploiesti nr. 97, 013686, România (E-mail:","Institutul National de Hidrologie şi Gospodărirea Apelor, Sos. Bucureşti — Ploiesti nr. 97, 013686, România (E-mail:"
26319,7,3,"Department of Land, Environment and Geo-Engineering, Politecnico di Torino, C.so Duca degli Abruzzi, 24-10129 Torino, Italy (Email:","Department of Land, Environment and Geo-Engineering, Politecnico di Torino, C.so Duca degli Abruzzi, 24-10129 Torino, Italy (Email:"
26295,7,3,"Umweltbundesamt Wien, Spittelauer Lände 5, A-1090 Vienna, Austria (E-mail:","Umweltbundesamt Wien, Spittelauer Lände 5, A-1090 Vienna, Austria (E-mail:"
26297,7,3,"Politecnico di Torino – Land, Environment and Geo-Engineering Department, Corso Duca degli Abruzzi, 24, 10129 Torino Italy","Politecnico di Torino – Land, Environment and Geo-Engineering Department, Corso Duca degli Abruzzi, 24, 10129 Torino Italy"
26300,7,3,"UNESCO-IHE Institute for Water Education, P. O. Box 3015, 2601 DA, Delft, The Netherlands (E-mail:","UNESCO-IHE Institute for Water Education, P. O. Box 3015, 2601 DA, Delft, The Netherlands (E-mail:"
26302,7,3,"METAGO Engineering Services, South Africa (E-mail:","METAGO Engineering Services, South Africa (E-mail:"
26304,7,3,"Center for Applied Geosciences, Eberhard Karls University Tuebingen, Sigwartstrasse 10, 72076, Tuebingen, Germany (E-mail:","Center for Applied Geosciences, Eberhard Karls University Tuebingen, Sigwartstrasse 10, 72076, Tuebingen, Germany (E-mail:"
26305,7,3,"Faculty of Sciences and Mathematics, Trg D. Obradovica 3, 21000 Novi Sad, Serbia (E-mail:","Faculty of Sciences and Mathematics, Trg D. Obradovica 3, 21000 Novi Sad, Serbia (E-mail:"
26324,7,4,"SNU-Rainwter Research Center, Seoul National University, Seoul, Republic of Korea (E-mail:","SNU-Rainwter Research Center, Seoul National University, Seoul, Republic of Korea (E-mail:"
26351,7,4,"Institute of Sanitary Engineering and Water Pollution Control, University of Natural Resources and Applied Life Sciences Vienna, Muthgasse 18, A-1190 Vienna, Austria (E-mail:","Institute of Sanitary Engineering and Water Pollution Control, University of Natural Resources and Applied Life Sciences Vienna, Muthgasse 18, A-1190 Vienna, Austria (E-mail:"
26335,7,4,"Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea (E-mail:","Department of Environmental Engineering, University of Seoul, 90, Jeonnong-dong, Dongdaemun-gu, Seoul, Korea (E-mail:"
26337,7,4,"Water Supply Engineering, Institute for Urban Water Management, Technische Universität Dresden, 01062 Dresden, Germany (E-mail:","Water Supply Engineering, Institute for Urban Water Management, Technische Universität Dresden, 01062 Dresden, Germany (E-mail:"
26340,7,4,"Águas do Algarve, S.A., Faro, Portugal (E-mail:","Águas do Algarve, S.A., Faro, Portugal (E-mail:"
26343,7,4,"Faculty of Civil Engineering, Universiti Teknologi Malaysia, 81310 UTM Skudai, Malaysia (E-mail:","Faculty of Civil Engineering, Universiti Teknologi Malaysia, 81310 UTM Skudai, Malaysia (E-mail:"
26347,7,4,"Interdisciplinary Graduate School of Medicine and Engineering, Department of Civil and Environmental Engineering, University of Yamanashi, 4-3-11, Takeda, Kofu, Yamanashi, 400-8511, Japan (E-mail:","Interdisciplinary Graduate School of Medicine and Engineering, Department of Civil and Environmental Engineering, University of Yamanashi, 4-3-11, Takeda, Kofu, Yamanashi, 400-8511, Japan (E-mail:"
26326,7,4,"IEA, Lund University, SE-22100 Lund Sweden","IEA, Lund University, SE-22100 Lund Sweden"
26329,7,4,"WDEC, Loughborough University, Leicester, LE 11 3TU, UK (E-mail:","WDEC, Loughborough University, Leicester, LE 11 3TU, UK (E-mail:"
26407,7,5-6,"Delft University of Technology, Stevinweg 1, 2628 CN Delft, The Netherlands (E-mail:","Delft University of Technology, Stevinweg 1, 2628 CN Delft, The Netherlands (E-mail:"
26388,7,5-6,"School of Biotechnology, Royal Institute of Technology (KTH), Albanova University Centre, Roslagstullbacken 21, 106 91 Stockholm, Sweden (E-mail:","School of Biotechnology, Royal Institute of Technology (KTH), Albanova University Centre, Roslagstullbacken 21, 106 91 Stockholm, Sweden (E-mail:"
26393,7,5-6,"Center for Environmental Technology Research, Korea Institute of Science and Technology, P.O. Box 131, Cheongryang, Seoul 130-650, Republic of Korea (E-mail:","Center for Environmental Technology Research, Korea Institute of Science and Technology, P.O. Box 131, Cheongryang, Seoul 130-650, Republic of Korea (E-mail:"
26397,7,5-6,"Centre for Water Science, Cranfield University, Cranfield, Bedfordshire, MK43 OAL United Kingdom","Centre for Water Science, Cranfield University, Cranfield, Bedfordshire, MK43 OAL United Kingdom"
26399,7,5-6,"Department of Civil and Environmental Engineering, Pusan National University, Busan, 609-735, Korea (E-mail:","Department of Civil and Environmental Engineering, Pusan National University, Busan, 609-735, Korea (E-mail:"
26403,7,5-6,"Nakdong River Water Environmental Research Center, National Institute of Environmental Research, Pyeong-ri, Dasan-myeon, Goryeong-gun, Gyeongsangbuk-do 717-873, South Korea (E-mail:","Nakdong River Water Environmental Research Center, National Institute of Environmental Research, Pyeong-ri, Dasan-myeon, Goryeong-gun, Gyeongsangbuk-do 717-873, South Korea (E-mail:"
26409,7,5-6,"Centre for Water & Waste Technology, University of New South Wales, NSW 2052, Australia (E-mail:","Centre for Water & Waste Technology, University of New South Wales, NSW 2052, Australia (E-mail:"
26373,7,5-6,"Faculty of Architecture Building and Planning, The University of Melbourne, Victoria 3010, Australia (E-mail:","Faculty of Architecture Building and Planning, The University of Melbourne, Victoria 3010, Australia (E-mail:"
26380,7,5-6,"Department of Engineering Science, Faculty of Science and Technology, Universiti Malaysia Terengganu (UMT), Mengabang Telipot, 21030 Kuala Terengganu, Malaysia (E-mail:","Department of Engineering Science, Faculty of Science and Technology, Universiti Malaysia Terengganu (UMT), Mengabang Telipot, 21030 Kuala Terengganu, Malaysia (E-mail:"
26382,7,5-6,"School of Civil & Env. Eng., Pusan National University, Busan, South Korea (E-mail:","School of Civil & Env. Eng., Pusan National University, Busan, South Korea (E-mail:"
26384,7,5-6,"Engler-Bunte-Institut, Water Chemistry, Universität Karlsruhe, Engler-Bunte-Ring 1, 76131, Karlsruhe, Germany (E-mail: l;","Engler-Bunte-Institut, Water Chemistry, Universität Karlsruhe, Engler-Bunte-Ring 1, 76131, Karlsruhe, Germany (E-mail: l;"
26386,7,5-6,"Department of Chemical Engineering, Pembroke Street, New Museums Site, Cambridge, CB2 3RA, UK (E-mail:","Department of Chemical Engineering, Pembroke Street, New Museums Site, Cambridge, CB2 3RA, UK (E-mail:"
26387,7,5-6,"School of Civil, Urban and Geosystems Eng., (38-312), College of Engineering, Seoul National University, Seoul, Korea (E-mail:","School of Civil, Urban and Geosystems Eng., (38-312), College of Engineering, Seoul National University, Seoul, Korea (E-mail:"
26389,7,5-6,"Laboratorio Nacional de Engenharia Civil, Av. do Brasil 101, 1700-066 Lisboa, Portugal (E-mail:","Laboratorio Nacional de Engenharia Civil, Av. do Brasil 101, 1700-066 Lisboa, Portugal (E-mail:"
26391,7,5-6,"Consultant and Editor,","Consultant and Editor,"
26379,8,1,"IWW Water Center, Moritzstr. 26, 45476, Mülheim, Germany Fax:","IWW Water Center, Moritzstr. 26, 45476, Mülheim, Germany Fax:"
26411,8,2,"Department of Civil and Environmental Engineering, University of Florence, Via S. Marta 3, 50139, Firenze, Italy Tel.: +39 (0)55 4796317 E-mail:","Department of Civil and Environmental Engineering, University of Florence, Via S. Marta 3, 50139, Firenze, Italy Tel.: +39 (0)55 4796317 E-mail:"
26414,8,2,"Water Corporation, PO Box 100, Leederville, Western Australia","Water Corporation, PO Box 100, Leederville, Western Australia"
26436,8,4,"Centre for Advanced Water Technology, Singapore Utilities International Pte Ltd, 82 Toh Guan Road East # C4-03, Singapore 608575, Republic of Singapore","Centre for Advanced Water Technology, Singapore Utilities International Pte Ltd, 82 Toh Guan Road East # C4-03, Singapore 608575, Republic of Singapore"
26444,8,4,"Department of Chemical Engineering, University of Waterloo, 200 University Avenue West, Waterloo, Ontario , Canada N2L 3G1, E-mail:","Department of Chemical Engineering, University of Waterloo, 200 University Avenue West, Waterloo, Ontario , Canada N2L 3G1, E-mail:"
26445,8,4,"Division of Environmental Science and Engineering, National University of Singapore, 9 Engineering Drive 1, 117576, Singapore Singapore, E-mail:","Division of Environmental Science and Engineering, National University of Singapore, 9 Engineering Drive 1, 117576, Singapore Singapore, E-mail:"
26448,8,5,"Division of Environmental Science and Engineering, Faculty of Engineering, National University of Singapore, Singapore 119260","Division of Environmental Science and Engineering, Faculty of Engineering, National University of Singapore, Singapore 119260"
26451,8,5,"Department of Environmental Engineering & Science, Feng Chia University, Taichung, Taiwan","Department of Environmental Engineering & Science, Feng Chia University, Taichung, Taiwan"
26492,8,6,"Department of Civil & Environmental Engineering, University of Ulsan, Ulsan, South Korea, 680-749, E-mail:","Department of Civil & Environmental Engineering, University of Ulsan, Ulsan, South Korea, 680-749, E-mail:"
26491,9,2,"Department of Environmental Engineering, National Cheng Kung University, Tainan, Chinese Taiwan","Department of Environmental Engineering, National Cheng Kung University, Tainan, Chinese Taiwan"
26542,9,5,"Institute of Environmental Health, National Taiwan University, Taipei, Chinese Taiwan","Institute of Environmental Health, National Taiwan University, Taipei, Chinese Taiwan"
26550,9,5,"School of Life Science, Nanjing University, Nanjing 210093, People's Republic of China E-mail:","School of Life Science, Nanjing University, Nanjing 210093, People's Republic of China E-mail:"
26546,9,6,"Department of Chemical Engineering, National Chen-Kung University, University Road, Tainan City 701, Chinese Taiwan","Department of Chemical Engineering, National Chen-Kung University, University Road, Tainan City 701, Chinese Taiwan"
24989,10,1,"State Key Laboratory of Pharmaceutical Biotechnology, School of Life Sciences, Nanjing University, Nanjing 210093, People's Republic of China E-mail:","State Key Laboratory of Pharmaceutical Biotechnology, School of Life Sciences, Nanjing University, Nanjing 210093, People's Republic of China E-mail:"
25096,10,5,"AmbiTT, SL., Bailen 50 at. 1","AmbiTT, SL., Bailen 50 at. 1"
25115,10,6,"State Key Laboratory of Environmental Aquatic Chemistry, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Beijing 100085, China. Tel: 86-10-62923475, Fax:","State Key Laboratory of Environmental Aquatic Chemistry, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Beijing 100085, China. Tel: 86-10-62923475, Fax:"
25119,10,6,"Technische Universität Darmstadt, Petersenstrasse 13, 64287 Darmstadt – Germany. E-mail:","Technische Universität Darmstadt, Petersenstrasse 13, 64287 Darmstadt – Germany. E-mail:"
25129,11,1,"School of Environmental Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Road, Shanghai, China 200240 E-mail:","School of Environmental Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Road, Shanghai, China 200240 E-mail:"
25139,11,1,"Faculty of Chemical Engineering and Light Industry, Guangdong University of Technology, No.100 Waihuan Xi Road, Guangzhou Higher Education Mega Center, Panyu District, Guangzhou, P.R China E-mail:","Faculty of Chemical Engineering and Light Industry, Guangdong University of Technology, No.100 Waihuan Xi Road, Guangzhou Higher Education Mega Center, Panyu District, Guangzhou, P.R China E-mail:"
25141,11,1,"Ondeo Industrial Solutions, South Side Laboratory, Bo’ness Road, Grangemouth FK3 9XH UK E-mail:","Ondeo Industrial Solutions, South Side Laboratory, Bo’ness Road, Grangemouth FK3 9XH UK E-mail:"
25143,11,1,"Department of Microbiology, University of Ado Ekiti, P.M.B 5363, Ado-Ekiti Nigeria","Department of Microbiology, University of Ado Ekiti, P.M.B 5363, Ado-Ekiti Nigeria"
25131,11,1,"Division of Environmental Science & Engineering, National University of Singapore, Singapore 117576","Division of Environmental Science & Engineering, National University of Singapore, Singapore 117576"
25132,11,1,"School of Material Science and Technology, China University of Geosciences, 31 Xueyuan Road, Beijing, 100083, P.R. China E-mail:","School of Material Science and Technology, China University of Geosciences, 31 Xueyuan Road, Beijing, 100083, P.R. China E-mail:"
25168,11,3,"Water and Sanitation Programme, Pacific Islands Applied Geoscience Commission, Mead Road, Suva, Fiji Islands","Water and Sanitation Programme, Pacific Islands Applied Geoscience Commission, Mead Road, Suva, Fiji Islands"
25170,11,3,"School of Civil and Environmental Engineering, Nanyang Technological University, 639798 Singapore","School of Civil and Environmental Engineering, Nanyang Technological University, 639798 Singapore"
25173,11,3,"Faculty of Engineering and IT, University of Technology, Sydney (UTS), PO Box 123, Broadway, NSW 2007 Australia","Faculty of Engineering and IT, University of Technology, Sydney (UTS), PO Box 123, Broadway, NSW 2007 Australia"
25194,11,4,"Technology & Water Quality Office, PUB, 82 Toh Guan Road East, WaterHub, Singapore 608576, Republic of Singapore","Technology & Water Quality Office, PUB, 82 Toh Guan Road East, WaterHub, Singapore 608576, Republic of Singapore"
25207,11,6,"Department of Chemistry, Faculty of Natural Sciences, University of Prishtina, Nëna Tereze no 5, 10 000 Prishtinë, Republic of Kosovo","Department of Chemistry, Faculty of Natural Sciences, University of Prishtina, Nëna Tereze no 5, 10 000 Prishtinë, Republic of Kosovo"
25211,12,1,Department of Chemical Engineering,Department of Chemical Engineering
25251,12,2,"Department of Hydraulic and Environmental Engineering, Norwegian University of Science and Technology, SP Andresensv 5, Valgrinda, Trondheim, Norway, NO-7491","Department of Hydraulic and Environmental Engineering, Norwegian University of Science and Technology, SP Andresensv 5, Valgrinda, Trondheim, Norway, NO-7491"
25241,12,3,"AmbiTT, SL., Bailen 50 at. 1","AmbiTT, SL., Bailen 50 at. 1"
25300,12,6,"Department of Civil and Environmental Engineering, Faculty of Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260 Singapore","Department of Civil and Environmental Engineering, Faculty of Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260 Singapore"
25327,12,6,"Water Desalination and Reuse Center (WDRC), King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Kingdom of Saudi Arabia","Water Desalination and Reuse Center (WDRC), King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Kingdom of Saudi Arabia"
25342,13,1,"Membrane Separations Group, Chemical Engineering Division, Indian Institute of Chemical Technology, Hyderabad, India 500007","Membrane Separations Group, Chemical Engineering Division, Indian Institute of Chemical Technology, Hyderabad, India 500007"
25330,13,1,"Department of Civil Engineering, University of Manitoba, 15 Gillson Street, EITC E1-386, Winnipeg, Manitoba, R3T 5V6 Canada","Department of Civil Engineering, University of Manitoba, 15 Gillson Street, EITC E1-386, Winnipeg, Manitoba, R3T 5V6 Canada"
25335,13,1,"Department of Civil and Environmental Engineering, Faculty of Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260","Department of Civil and Environmental Engineering, Faculty of Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore 119260"
27095,13,2,"Australian Water Quality Centre, SA Water Corporation, Adelaide, SA Australia","Australian Water Quality Centre, SA Water Corporation, Adelaide, SA Australia"
27104,13,2,"Grupo Procesos Fisicoquímicos Aplicados, Universidad de Antioquia, Sede de Investigación Universitaria, cra. 53 # 61–30, Medellín Colombia","Grupo Procesos Fisicoquímicos Aplicados, Universidad de Antioquia, Sede de Investigación Universitaria, cra. 53 # 61–30, Medellín Colombia"
27114,13,3,"Institute of Iraklion, National Foundation for Agricultural Research (N.AG.RE.F.), 713 07 Iraklion and Hellenic Water Supply and Sewerage Systems Association, 41222 Larissa, Hellas (Greece)","Institute of Iraklion, National Foundation for Agricultural Research (N.AG.RE.F.), 713 07 Iraklion and Hellenic Water Supply and Sewerage Systems Association, 41222 Larissa, Hellas (Greece)"
27118,13,3,"Archaeologist-Museologist, PhD candidate Ionian University, Corfu, Greece, with IKY scholarship (Greek State Scholarship Foundation)","Department of Environmental and Natural Resources Management, University of Western Greece, Agrinion, Greece"
27122,13,3,"Faculty of Civil Engineering, Civil Engineering Department, Istanbul Technical University","Faculty of Civil Engineering, Civil Engineering Department, Istanbul Technical University"
27140,13,3,"Earth Sciences Department, King Fahd University of Petroleum & Minerals, P.O. Box 189, Dhahran 31261, Kingdom of Saudi Arabia","Earth Sciences Department, King Fahd University of Petroleum & Minerals, P.O. Box 189, Dhahran 31261, Kingdom of Saudi Arabia"
27147,13,3,"NSERC Chair in Water Treatment, Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, ON, Canada, N2L 3G1","NSERC Chair in Water Treatment, Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, ON, Canada, N2L 3G1"
27150,13,3,"Department of Civil Engineering, University of Manitoba, 15 Gillson Street, EITC E1-386, Winnipeg, Manitoba, R3T 5V6 Canada","Department of Civil Engineering, University of Manitoba, 15 Gillson Street, EITC E1-386, Winnipeg, Manitoba, R3T 5V6 Canada"
27361,13,4,"CIRI Edilizia e Costruzioni U.O. Fluidodinamica, Università di Bologna, via del Lazzaretto 15/5 40131, Bologna Italy","DICAM, Università di Bologna, viale Risorgimento 2, 40136, Bologna Italy"
27354,13,4,"Department of Environmental Engineering, Yonsei University, 234 Maeji-ri, Heungeop-myeon, Wonju-si, Gangwon-do, Republic of Korea (220-710)","Department of Environmental Engineering, Yonsei University, 234 Maeji-ri, Heungeop-myeon, Wonju-si, Gangwon-do, Republic of Korea (220-710)"
27260,13,5,"CSIRO Land and Water, 37 Graham Road, Highett, Victoria, Australia 3190","CSIRO Land and Water, 37 Graham Road, Highett, Victoria, Australia 3190"
27263,13,5,"Departamento de Engenharia Civil, Universidade Federal de Viçosa, Viçosa, MG, Brazil 36570-000","Departamento de Engenharia Civil, Universidade Federal de Viçosa, Viçosa, MG, Brazil 36570-000"
27292,13,5,"The Water Institute at UNC, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA 27516","The Water Institute at UNC, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA 27516"
25358,13,6,"Department of Environmental Engineering, Vidyavardhaka College of Engineering, Gokulam 3rd stage Mysore, India 570 002","Department of Environmental Engineering, Vidyavardhaka College of Engineering, Gokulam 3rd stage Mysore, India 570 002"
25394,14,1,"Department of Chemistry, Rice University, P.O. Box 1892, MS 60 Houston, TX USA 77251-1892","Department of Chemistry, Rice University, P.O. Box 1892, MS 60 Houston, TX USA 77251-1892"
25402,14,1,"Civil and Structural Engineering, Pennine Water Group, University of Sheffield, Sir Frederick Mappin Building, Mappin St, Sheffield, S1 3JD","Civil and Structural Engineering, Pennine Water Group, University of Sheffield, Sir Frederick Mappin Building, Mappin St, Sheffield, S1 3JD"
25377,14,1,"Water Science & Technology Laboratory, Department of Civil and Environmental Engineering, National University of Singapore, Singapore 117576","Water Science & Technology Laboratory, Department of Civil and Environmental Engineering, National University of Singapore, Singapore 117576"
25411,14,3,"Department of Chemistry, University of Limpopo (Turfloop Campus), Private Bag X 1106, Sovenga, 0727 South Africa","Department of Chemistry, University of Limpopo (Turfloop Campus), Private Bag X 1106, Sovenga, 0727 South Africa"
25431,14,3,"Key Lab of Northwest Water Resources and Environment Ecology of MOE, Xi'an University of Technology, Xi'an, China Variety Characteristics","Key Lab of Northwest Water Resources and Environment Ecology of MOE, Xi'an University of Technology, Xi'an, China Variety Characteristics"
27388,14,4,"Graduate Institute of Environmental Engineering, National Taiwan University, No.1, Sec. 4, Roosevelt Road, Taipei, Taiwan","Graduate Institute of Environmental Engineering, National Taiwan University, No.1, Sec. 4, Roosevelt Road, Taipei, Taiwan"
27428,14,5,"Department of Fisheries, Perth, Western Australia","Civil, Environmental and Geomatic Engineering, University College London, Gower St, London WC1E 6BT, United Kingdom"
28513,14,6,"City Water Technology, 26/924 Pacific Highway, Gordon, NSW 2072 Australia","City Water Technology, 26/924 Pacific Highway, Gordon, NSW 2072 Australia"
28515,14,6,"Centre for Water Research, Department of Civil and Environmental Engineering, National University of Singapore, Block E1A, #07-03, No. 1 Engineering Drive 2, Singapore 117576","Centre for Water Research, Department of Civil and Environmental Engineering, National University of Singapore, Block E1A, #07-03, No. 1 Engineering Drive 2, Singapore 117576"
27486,15,1,"Hyundai Engineering Co, Ltd, Hyundai BLDG. 75, Yulgok-ro Jongno-gu, Seoul, 110-920 Korea","Department of Energy and Environmental System Engineering, University of Seoul, 163 Siripdaero, Dongdaemun-gu, Seoul, 130-743 Korea"
27444,15,2,"Department of Harbor and River Engineering, National Taiwan Ocean University, No. 2, Beining Rd., Zhongzheng Dist., Keelung City 202, Taiwan","Center for General Education, Tzu Chi University, No. 701, Sec 3, Zhong-Yong Rd, Hualien 970, Taiwan"
27466,15,2,"Inorganic Membrane, Mesa","Inorganic Membrane, Mesa"
27526,15,5,"Department of Chemical Engineering, National Taiwan University of Science and Technology, 43 Keelung Road, Section 4, Taipei 106, Taiwan","Department of Chemical Engineering, National Taiwan University of Science and Technology, 43 Keelung Road, Section 4, Taipei 106, Taiwan"
27550,15,5,"Institute of Environmental Engineering and Management, National Taipei University of Technology, No. 1, Sec. 3, Chung-Hsiao E. Rd. Taipei 106, Taiwan","Institute of Environmental Engineering and Management, National Taipei University of Technology, No. 1, Sec. 3, Chung-Hsiao E. Rd. Taipei 106, Taiwan"
28060,15,6,"Graduate Institute of Environmental Engineering, National Taiwan University, 1 Sec4 Roosevelt Rd, Taipei, Taiwan ROC","Graduate Institute of Environmental Engineering, National Taiwan University, 1 Sec4 Roosevelt Rd, Taipei, Taiwan ROC"
27573,16,1,"Inter-Ministerial Water Council, Office of the Prime Minister, Republic of Kosova, Gov. Building, IVth floor, Pristina 10000, Kosova","Inter-Ministerial Water Council, Office of the Prime Minister, Republic of Kosova, Gov. Building, IVth floor, Pristina 10000, Kosova"
27732,16,1,"Department of Environmental Science, College of Basic Science and Humanities, G.B. Pant University of Agriculture and Technology India","Department of Environmental Science, College of Basic Science and Humanities, G.B. Pant University of Agriculture and Technology India"
3064,16,2,"Department of Environmental Engineering, National Cheng Kung University, Tainan 70101, Taiwan","Department of Environmental Engineering, National Cheng Kung University, Tainan 70101, Taiwan"
27866,16,3,"Faculty of Sciences, University of Novi Sad, Trg Dositeja Obradovića 3, Novi Sad 21000, Republic of Serbia","Faculty of Sciences, University of Novi Sad, Trg Dositeja Obradovića 3, Novi Sad 21000, Republic of Serbia"
31678,16,5,"Department of Environmental and Safety Engineering, National Yunlin University of Science and Technology, 123 University Road, Sec. 3, Douliou, Yunlin, Taiwan","Department of Environmental and Safety Engineering, National Yunlin University of Science and Technology, 123 University Road, Sec. 3, Douliou, Yunlin, Taiwan"
30661,17,3,"Laboratory of Water and Food Quality, ICAR-Indian Agricultural Research Institute, Water Technology Centre New Delhi, India 110012","Laboratory of Water and Food Quality, ICAR-Indian Agricultural Research Institute, Water Technology Centre New Delhi, India 110012"
15042,17,4,"Department of Hydrology and Water Resources Management, Faculty of Meteorology, Environment & Arid Land Agriculture, King Abdulaziz University, Jeddah 21589, Kingdom of Saudi Arabia","Department of Hydrology and Water Resources Management, Faculty of Meteorology, Environment & Arid Land Agriculture, King Abdulaziz University, Jeddah 21589, Kingdom of Saudi Arabia"
15223,17,5,"Alborz Province Water and Wastewater Company, Alborz, IRI","Alborz Province Water and Wastewater Company, Alborz, IRI"
38205,17,6,Hunter H,Hunter H
38278,18,3,University of Dar es Salaam,University of Dar es Salaam
38302,18,3,North China University of Water Resources and Electric Power,North China University of Water Resources and Electric Power
39202,18,4,"Faculty of Civil Engineering, Institute of Municipal Water Management","Faculty of Civil Engineering, Institute of Municipal Water Management"
