paperid,volume,issue,paper_url,journal,title,published_year,is_supp,num_supp,supp_file_type,supp_url,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,first_author_orcid,correspondence_author_name,correspondence_author_affiliation,correspondence_author_affiliation_country,correspondence_author_orcid,has_das,das,das_type,das_repo_url,keywords,doi,url_source
104264,22,9,https://iwaponline.com/jwh/article/22/9/1628/104264/Antimicrobial-resistance-characterization-of,Journal of Water and Health,"Antimicrobial resistance characterization of Enterococcus faecium, Enterococcus faecalis and Enterococcus hirae isolated from marine coastal recreational waters in the State of São Paulo, Brazil",2024,FALSE,0,NA,NA,7,Giovanna Silva Santiago,"School of Public Health, Environmental Health Department, University of São Paulo, Av. Dr Arnaldo 715, São Paulo, SP 01246-904, Brazil",Brazil,https://orcid.org/0000-0002-1152-6003,Maria Tereza Pepe Razzolini,"School of Public Health, Environmental Health Department, University of São Paulo, Av. Dr Arnaldo 715, São Paulo, SP 01246-904, Brazil",Brazil,https://orcid.org/0000-0003-3308-9550,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,antimicrobial resistance; beach water; coastal water quality; Enterococcus recreational water; resistance genes,10.2166/wh.2024.098,iwaponline.com
104563,22,9,https://iwaponline.com/jwh/article/22/9/1641/104563/Environmental-factors-associated-with-Oncomelania,Journal of Water and Health,"Environmental factors associated with Oncomelania hupensis lindoensis snails in a schistosomiasis-endemic area in Napu, Central Sulawesi",2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.108,5,Meiske Elisabeth Koraag,"Research Center for Public Health and Nutrition, Research Organization for Health, National Research and Innovation Agency, Jakarta, Indonesia",Indonesia,https://orcid.org/0000-0003-4996-0910,Meiske Elisabeth Koraag,"Research Center for Public Health and Nutrition, Research Organization for Health, National Research and Innovation Agency, Jakarta, Indonesia",Indonesia,https://orcid.org/0000-0003-4996-0910,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,Central Sulawesi – Indonesia; environmental factors; Oncomelania hupensis lindoensis; Schistosoma japonicum; Schistosomiasis,10.2166/wh.2024.108,iwaponline.com
104040,22,9,https://iwaponline.com/jwh/article/22/9/1650/104040/Is-the-Tigray-region-Ethiopia-also-affected-by,Journal of Water and Health,"Is the Tigray region, Ethiopia also affected by fluoride in drinking water affecting public health?",2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.115,6,Berihu Teshale Mesfin,"Department of Chemistry, Adwa Teachers Education College, Adwa, Tigray, Ethiopia",Ethiopia,NA,Abraha Gebrekidan Asgedom,"Department of Chemistry, College of Natural and Computational Sciences, Mekelle University, P.O. Box 231, Mekelle, Ethiopia",Ethiopia,https://orcid.org/0000-0002-6996-7426,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,defluoridation; drinking spring water; fluorosis; health risk; Tigray,10.2166/wh.2024.115,iwaponline.com
104150,22,9,https://iwaponline.com/jwh/article/22/9/1663/104150/Occurrence-of-pathogenic-Mycobacteria-avium-and,Journal of Water and Health,Occurrence of pathogenic Mycobacteria avium and Pseudomonas aeruginosa in outdoor decorative fountain water and the associated microbial community,2024,FALSE,0,NA,NA,8,Qiaomei Zhou,"College of Materials and Environmental Engineering, Hangzhou Dianzi University, Hangzhou 310018, China",China,NA,Jingang Huang,"College of Materials and Environmental Engineering, Hangzhou Dianzi University, Hangzhou 310018, China",China,https://orcid.org/0000-0002-5736-6148,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,decorative fountain water; functional potential; microbial community; opportunistic pathogens (OPs); quantitative PCR (qPCR),10.2166/wh.2024.117,iwaponline.com
104041,22,9,https://iwaponline.com/jwh/article/22/9/1677/104041/First-report-of-Acanthamoeba-spp-isolation-in-a,Journal of Water and Health,First report of Acanthamoeba spp. isolation in a recreational hot spring in the Philippines,2024,FALSE,0,NA,NA,11,"Wilfredo Parado, III","Department of Medical Technology, Faculty of Pharmacy, University of Santo Tomas, Manila, 1008, Philippines",Philippines,NA,Giovanni De Jesus Milanez,"Department of Medical Technology, South SEED LPDH College, Las Pinas, Philippines",Philippines,https://orcid.org/0000-0002-4467-3173,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,Acanthamoeba astronyxis; Acanthamoeba genotype T20; free-living amoebae; hot springs; Philippines,10.2166/wh.2024.156,iwaponline.com
104023,22,9,https://iwaponline.com/jwh/article/22/9/1683/104023/Wastewater-surveillance-for-antibiotic-resistance,Journal of Water and Health,Wastewater surveillance for antibiotic resistance genes during the late 2020 SARS-CoV-2 peak in two different populations,2024,TRUE,1,pdf,https://doi.org/10.2166/wh.2024.161,5,Sarah E. Philo,"Department of Environmental and Occupational Health Sciences, University of Washington, Seattle, WA, USA",United States of America,https://orcid.org/0000-0002-9894-0425,John Scott Meschke,"Department of Environmental and Occupational Health Sciences, University of Washington, Seattle, WA, USA",United States of America,https://orcid.org/0000-0002-8983-9042,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,antibiotic resistance; COVID-19; wastewater-based epidemiology; wastewater surveillance,10.2166/wh.2024.161,iwaponline.com
104042,22,9,https://iwaponline.com/jwh/article/22/9/1695/104042/Isolates-of-Acanthamoeba-species-in-the-marine,Journal of Water and Health,Isolates of Acanthamoeba species in the marine environment in the Philippines,2024,FALSE,0,NA,NA,17,Samantha Nicole Layson,"Department of Medical Technology, Faculty of Pharmacy, University of Santo Tomas, 1008 Manila, Philippines",Philippines,NA,Giovanni De Jesus Milanez,"Department of Medical Technology, Faculty of Pharmacy, University of Santo Tomas, 1008 Manila, Philippines",Philippines,https://orcid.org/0000-0002-4467-3173,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,Acanthamoeba; free-living amoebae; Lingayen Gulf; Manila Bay; Philippines,10.2166/wh.2024.163,iwaponline.com
104674,22,9,https://iwaponline.com/jwh/article/22/9/1704/104674/Management-of-trihalomethanes-in-water-by-ZnO,Journal of Water and Health,Management of trihalomethanes in water by ZnO@kaolinite composite: integrated experimental and modeling studies,2024,FALSE,0,NA,NA,4,Enas Ezzat,"Environmental Science and Industrial Development Department, Faculty of Postgraduate Studies for Advanced Sciences, Beni-Suef University, Beni-Suef 62511, Egypt",Egypt,NA,Nabila Shehata,"Environmental Science and Industrial Development Department, Faculty of Postgraduate Studies for Advanced Sciences, Beni-Suef University, Beni-Suef 62511, Egypt",Egypt,https://orcid.org/0000-0002-2117-1840,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,adsorption; disinfection byproducts; modeling; reusability; trihalomethanes; ZnO@kaolinite,10.2166/wh.2024.250,iwaponline.com
104779,22,10,https://iwaponline.com/jwh/article/22/10/1725/104779/Assessment-of-groundwater-quality-irrigation,Journal of Water and Health,"Assessment of groundwater quality, irrigation suitability, and health risks from radon and heavy metals near Ilokun dumpsite, Ado-Ekiti, Nigeria",2024,FALSE,0,NA,NA,5,Ganiyu Olabode Badmus,"Department of Mathematical and Physical Sciences, Afe Babalola University, Ado-Ekiti, Ekiti State, Nigeria",Nigeria,https://orcid.org/0000-0001-6447-5716,Ganiyu Olabode Badmus,"Department of Mathematical and Physical Sciences, Afe Babalola University, Ado-Ekiti, Ekiti State, Nigeria",Nigeria,https://orcid.org/0000-0001-6447-5716,TRUE,All relevant data are included in the article or its Supplementary Information.,All relevant data are included in the article or its Supplementary Information.,NA,groundwater contamination; health risks; heavy metals; leachate; non-carcinogenic; radon concentration,10.2166/wh.2024.366,iwaponline.com
104988,22,10,https://iwaponline.com/jwh/article/22/10/1743/104988/Environmental-impacts-of-cement-production-in,Journal of Water and Health,"Environmental impacts of cement production in Ewekoro, Ogun State, southwestern Nigeria from 2005 to 2006 on surface water quality, vegetation, and workers' health",2024,TRUE,1,doc,https://doi.org/10.2166/wh.2024.392,5,Orisunmibare T. Agbede,"Department of Environmental Management and Toxicology, Federal University of Agriculture, P.M.B. 2240, Abeokuta, Nigeria",Nigeria,NA,Adewale Matthew Taiwo,"Department of Soil Science and Land Management, Federal University of Agriculture, P.M.B. 2240, Abeokuta, Nigeria",Nigeria,https://orcid.org/0000-0002-4522-9488,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,cement dust; environment; industrial emissions; prevailing ailments; water pollution,10.2166/wh.2024.392,iwaponline.com
105080,22,10,https://iwaponline.com/jwh/article/22/10/1756/105080/Groundwater-pollution-by-nitrate-and-salinization,Journal of Water and Health,Groundwater pollution by nitrate and salinization in Morocco: a comprehensive review,2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.024,6,Hatim Sanad,"Laboratory of Process Engineering and Environment, Faculty of Science and Technology Mohammedia, University Hassan II of Casablanca, Mohammedia 28806, Morocco",Morocco,https://orcid.org/0009-0000-7468-2524,Hatim Sanad,"Laboratory of Process Engineering and Environment, Faculty of Science and Technology Mohammedia, University Hassan II of Casablanca, Mohammedia 28806, Morocco",Morocco,https://orcid.org/0009-0000-7468-2524,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,agricultural; Gharb region; groundwater; Morocco; nitrate; salinization,10.2166/wh.2024.024,iwaponline.com
105189,22,10,https://iwaponline.com/jwh/article/22/10/1774/105189/Detection-of-SARS-CoV-2-variants-related-mutations,Journal of Water and Health,"Detection of SARS-CoV-2 variants related mutations in wastewater using RT-qPCR and variant-specific probes in Porto Alegre, Southern Brazil",2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.042,12,Arthur Tonietto Mangini,"Virology Laboratory, Institute for Basic Health Sciences, Federal University of Rio Grande do Sul, R. Ramiro Barcelos, n° 2600 – Santa Cecília, Porto Alegre, Rio Grande do Sul 90035-003, Brazil",Brazil,https://orcid.org/0000-0001-6815-5509,Bruno Aschidamini Prandi,"Virology Laboratory, Institute for Basic Health Sciences, Federal University of Rio Grande do Sul, R. Ramiro Barcelos, n° 2600 – Santa Cecília, Porto Alegre, Rio Grande do Sul 90035-003, Brazil",Brazil,https://orcid.org/0000-0002-6022-8686,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,SARS-CoV-2; RT-qPCR; ultracentrifugation; variant-related mutations; wastewater-based epidemiology,10.2166/wh.2024.042,iwaponline.com
104865,22,10,https://iwaponline.com/jwh/article/22/10/1781/104865/Assessing-the-impact-of-Escherichia-coli-on,Journal of Water and Health,Assessing the impact of Escherichia coli on recreational water safety using quantitative microbial risk assessment,2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.081,5,Zaakirah Delair,"Water and Health Research Centre, Faculty of Health Sciences, University of Johannesburg, P.O. Box 17011, Doornfontein, 2028, South Africa",South Africa,https://orcid.org/0000-0002-8927-5507,Zaakirah Delair,"Water and Health Research Centre, Faculty of Health Sciences, University of Johannesburg, P.O. Box 17011, Doornfontein, 2028, South Africa",South Africa,https://orcid.org/0000-0002-8927-5507,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,health risk; pathogenic E. coli; pathogens; recreational activities; surface water,10.2166/wh.2024.081,iwaponline.com
104846,22,10,https://iwaponline.com/jwh/article/22/10/1794/104846/Assessing-biosocial-vectors-in-water-contamination,Journal of Water and Health,"Assessing biosocial vectors in water contamination, the incidence of water-borne illnesses, and insecurity in Kathmandu, Nepal",2024,FALSE,0,NA,NA,4,Laura Elder,"Global Studies, Saint Mary's College, IN 46556, United States",United States of America,https://orcid.org/0009-0007-2112-2372,Laura Elder,"Global Studies, Saint Mary's College, IN 46556, United States",United States of America,https://orcid.org/0009-0007-2112-2372,TRUE,Data cannot be made publicly available; readers should contact the corresponding author for details.,on request,NA,Asia; development; gender; illness; pollution; water scarcity,10.2166/wh.2024.095,iwaponline.com
104778,22,10,https://iwaponline.com/jwh/article/22/10/1808/104778/Comprehensive-insight-on-multidrug-resistance-and,Journal of Water and Health,Comprehensive insight on multidrug resistance and virulence genes of ESBL-producing E. coli from different surface water sources in Bangladesh,2024,FALSE,0,NA,NA,7,Taslin Jahan Mou,"Department of Microbiology, Jahangirnagar University, Savar, Dhaka 1342, Bangladesh",Bangladesh,NA,Taslin Jahan Mou,"Department of Microbiology, Jahangirnagar University, Savar, Dhaka 1342, Bangladesh",Bangladesh,NA,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,E. coli; ESBL; multidrug resistance; surface water sources; virulence,10.2166/wh.2024.120,iwaponline.com
104820,22,10,https://iwaponline.com/jwh/article/22/10/1826/104820/Biofilms-on-urban-aquatic-plastic-pollution-as-a,Journal of Water and Health,Biofilms on urban aquatic plastic pollution as a reservoir for pathogenic yeasts,2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.133,5,Tyla Baker,"Department of Microbiology and Biochemistry, University of the Free State, Bloemfontein, South Africa",South Africa,NA,Carolina Pohl,"Department of Microbiology and Biochemistry, University of the Free State, Bloemfontein, South Africa",South Africa,https://orcid.org/0000-0001-6928-5663,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,biofilm; fluconazole; fungal diversity; pathogenic yeast; plastic pollutants,10.2166/wh.2024.133,iwaponline.com
104940,22,10,https://iwaponline.com/jwh/article/22/10/1843/104940/Risk-factors-associated-with-Helicobacter-pylori,Journal of Water and Health,"Risk factors associated with Helicobacter pylori infection among patients attending private clinics in Borama district, Somaliland",2024,FALSE,0,NA,NA,3,Abdirashiid Saleban Yusuf,"Department of Medical laboratory, Faculty of Health Sciences, Amoud University, Boorama, Awdal, Somaliland",NA,https://orcid.org/0009-0003-6190-2147,Abdirashiid Saleban Yusuf,"Department of Medical laboratory, Faculty of Health Sciences, Amoud University, Boorama, Awdal, Somaliland",NA,https://orcid.org/0009-0003-6190-2147,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,anti-inflammatory drugs; gastric-type epithelium; Helicobacter pylori infection; hygiene practices; stomach inflammation and ulcers,10.2166/wh.2024.152,iwaponline.com
105081,22,10,https://iwaponline.com/jwh/article/22/10/1857/105081/Incorporating-taste-and-odour-problems-in-water,Journal of Water and Health,Incorporating taste and odour problems in water safety plans,2024,FALSE,0,NA,NA,14,Frantisek Kozisek,"Centre of Environmental Health, National Institute of Public Health, Srobarova 48, Prague, CZ-10000, Czech Republic",Czechia,https://orcid.org/0000-0002-0107-6969,Frantisek Kozisek,"Centre of Environmental Health, National Institute of Public Health, Srobarova 48, Prague, CZ-10000, Czech Republic",Czechia,https://orcid.org/0000-0002-0107-6969,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,drinking water; odour; risk assessment and management; taste; water safety plans,10.2166/wh.2024.166,iwaponline.com
104890,22,10,https://iwaponline.com/jwh/article/22/10/1874/104890/The-significance-of-calcium-and-magnesium-content,Journal of Water and Health,The significance of calcium and magnesium content in drinking water for arterial stiffness among residents of the Slovak Republic,2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.179,6,Stanislav Rapant,"Faculty of Natural Sciences, Comenius University in Bratislava, Ilkovicova 6, 84215 Bratislava, Slovakia",Slovakia,https://orcid.org/0000-0002-9921-7722,Patrik Čermák,"Faculty of Natural Sciences, Comenius University in Bratislava, Ilkovicova 6, 84215 Bratislava, Slovakia",Slovakia,https://orcid.org/0000-0002-3699-7207,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,arterial age; arterial stiffness; cardiovascular risk; drinking water; intervention study,10.2166/wh.2024.179,iwaponline.com
104786,22,10,https://iwaponline.com/jwh/article/22/10/1886/104786/Impacts-of-illegal-mining-activities-on-water,Journal of Water and Health,Impacts of illegal mining activities on water quality for irrigation and implications for public health: A case study of the Oda River in the Ashanti Region of Ghana,2024,FALSE,0,NA,NA,2,Raymond Anoyege,"Pan African University Institute of Water and Energy Sciences (Including Climate Change), Tlemcen, Algeria",Algeria,https://orcid.org/0000-0002-2839-5927,Raymond Anoyege,"Pan African University Institute of Water and Energy Sciences (Including Climate Change), Tlemcen, Algeria",Algeria,https://orcid.org/0000-0002-2839-5927,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,illegal mining; irrigation water quality; Oda River; water pollution,10.2166/wh.2024.196,iwaponline.com
104292,22,10,https://iwaponline.com/jwh/article/22/10/1899/104292/Differences-and-variations-of-drinking-water,Journal of Water and Health,Differences and variations of drinking water quality between the northern and southern regions of a tropical island and the indicators influenced by meteorological factors,2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.307,9,Yi Gao,"School of Public Health, University of Hainan Medical University, No. 3, XueYuan Road, Haikou, Hainan Province, China",China,NA,Wenfang Long,"School of Public Health, University of Hainan Medical University, No. 3, XueYuan Road, Haikou, Hainan Province, China",China,https://orcid.org/0000-0002-4608-9755,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,correlation; meteorological factors; rural; terminal tap water; urban; water quality,10.2166/wh.2024.307,iwaponline.com
105082,22,10,https://iwaponline.com/jwh/article/22/10/1911/105082/From-bibliography-to-understanding-water,Journal of Water and Health,From bibliography to understanding: water microbiology and human health,2024,FALSE,0,NA,NA,2,Shan Chen,"Department of Applied Social Sciences, The Hong Kong Polytechnic University, 11 Yuk Choi Rd, Hung Hom, Hong Kong, China",China,https://orcid.org/0000-0002-5434-4883,Yuanzhao Ding,"School of Geography and the Environment, University of Oxford, South Parks Road, Oxford OX1 3QY, UK",United Kingdom of Great Britain and Northern Ireland,https://orcid.org/0000-0003-0116-3648,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,bibliography study; human health; microbiology; VOSviewer; water,10.2166/wh.2024.210,iwaponline.com
105162,22,10,https://iwaponline.com/jwh/article/22/10/1922/105162/Characterization-of-microbial-communities-in-the,Journal of Water and Health,Characterization of microbial communities in the sewage of a major urban drain,2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.212,5,Mansi Bansal,"Plant Biotic Interactions Lab, Department of Botany, University of Delhi, Delhi 110007, India",India,NA,Sudeshna Mazumdar-Leighton,"Plant Biotic Interactions Lab, Department of Botany, University of Delhi, Delhi 110007, India",India,https://orcid.org/0000-0002-7869-452X,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,metagenomics; microbial community; sewage sediment; sewage water,10.2166/wh.2024.212,iwaponline.com
105208,22,10,https://iwaponline.com/jwh/article/22/10/1942/105208/Evaluating-water-sanitation-and-hygiene-in-schools,Journal of Water and Health,"Evaluating water, sanitation, and hygiene in schools of Bangladesh: progress toward SDG compliance",2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.223,8,Md. Rezaul Karim,"Department of Civil and Environmental Engineering, Islamic University of Technology, Gazipur, Bangladesh",Bangladesh,https://orcid.org/0000-0002-0311-0171,Md. Rezaul Karim,"Department of Civil and Environmental Engineering, Islamic University of Technology, Gazipur, Bangladesh",Bangladesh,https://orcid.org/0000-0002-0311-0171,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,drinking water quality; E. coli in school water; monitoring WASH services in schools; sanitation; SDG 4 and 6; WASH in schools,10.2166/wh.2024.223,iwaponline.com
104444,22,10,https://iwaponline.com/jwh/article/22/10/1956/104444/Seasonal-natural-organic-matter-removal-and,Journal of Water and Health,"Seasonal natural organic matter removal and implications for disinfection by-product formation at the Koka water treatment plant: Upper Awash, Ethiopia",2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.230,6,Emeru Assefa,"Ethiopian Institute of Water Resources, Addis Ababa University, P.O. Box 1176, Addis Ababa, Ethiopia",Ethiopia,https://orcid.org/0000-0001-8361-6860,Emeru Assefa,"Ethiopian Institute of Water Resources, Addis Ababa University, P.O. Box 1176, Addis Ababa, Ethiopia",Ethiopia,https://orcid.org/0000-0001-8361-6860,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,disinfection by-product; fluorescence spectroscopy; natural organic matter; seasonal performance; seasonal variation; water treatment plant,10.2166/wh.2024.230,iwaponline.com
104858,22,10,https://iwaponline.com/jwh/article/22/10/1972/104858/Health-risk-assessment-of-heavy-metals-in,Journal of Water and Health,Health risk assessment of heavy metals in groundwater sources: carcinogenic and non-carcinogenic evaluation,2024,FALSE,0,NA,NA,5,Kshipra Kapoor,"Civil Engineering Department, Punjab Engineering College (Deemed to be University), Chandigarh 160012, India",India,NA,Dinesh Kumar Vishwakarma,"Department of Irrigation and Drainage Engineering, Govind Ballabh Pant University of Agriculture and Technology, Pantnagar 263145, India",India,https://orcid.org/0000-0002-2421-6995,TRUE,Data cannot be made publicly available; readers should contact the corresponding author for details.,on request,NA,cancer risk; groundwater quality; hazard quotient; heavy metals; multivariate analysis; water contamination,10.2166/wh.2024.243,iwaponline.com
105190,22,10,https://iwaponline.com/jwh/article/22/10/1988/105190/Assessment-of-the-potability-and-carcinogenic-and,Journal of Water and Health,"Assessment of the potability and carcinogenic and non-carcinogenic health risks of drinking water in rural areas of the Amhara region, Ethiopia",2024,FALSE,0,NA,NA,3,Mekuanint Lewoyehu Shferaw,"Department of Chemistry, Bahir Dar University, Bahir Dar, P.O. Box 79, Ethiopia",Ethiopia,https://orcid.org/0000-0001-7178-4461,Mekuanint Lewoyehu Shferaw,"Department of Chemistry, Bahir Dar University, Bahir Dar, P.O. Box 79, Ethiopia",Ethiopia,https://orcid.org/0000-0001-7178-4461,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,drinking water quality; hazard quotient; water pollution index; water quality parameters,10.2166/wh.2024.256,iwaponline.com
105463,22,11,https://iwaponline.com/jwh/article/22/11/2015/105463/Exploring-the-experiences-of-the-overburden-of,Journal of Water and Health,Exploring the experiences of the overburden of water collection responsibility of rural women in Ghana,2024,FALSE,0,NA,NA,3,Gervin Ane Apatinga,"Geography and Planning, University of Saskatchewan, Kirk, 117 Science Place, Saskatoon S7N 5C8, Saskatchewan, Canada",Canada,https://orcid.org/0000-0002-5503-3200,Gervin Ane Apatinga,"Geography and Planning, University of Saskatchewan, Kirk, 117 Science Place, Saskatoon S7N 5C8, Saskatchewan, Canada",Canada,https://orcid.org/0000-0002-5503-3200,TRUE,Data cannot be made publicly available; readers should contact the corresponding author for details.,on request,NA,Africa; Ghana; gender; water collection; water access; women,10.2166/wh.2024.033,iwaponline.com
105374,22,11,https://iwaponline.com/jwh/article/22/11/2040/105374/Efficiency-evaluation-of-wastewater-treatment-by,Journal of Water and Health,"Efficiency evaluation of wastewater treatment by three macrophytes using a pilot-constructed wetland system in Ota, Nigeria",2024,FALSE,0,NA,NA,2,Lazarus D. Justin,"Department of Civil Engineering, Covenant University, Ota, Ogun State, Nigeria",Nigeria,https://orcid.org/0000-0002-6154-084X,Lazarus D. Justin,"Department of Civil Engineering, Covenant University, Ota, Ogun State, Nigeria",Nigeria,https://orcid.org/0000-0002-6154-084X,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,constructed wetland; duckweed; macrophytes; phytoremediation; water lettuce; water hyacinth,10.2166/wh.2024.116,iwaponline.com
105375,22,11,https://iwaponline.com/jwh/article/22/11/2054/105375/Detection-of-Legionella-spp-in-influent-wastewater,Journal of Water and Health,"Detection of Legionella spp. in influent wastewater in Kobe City, Japan",2024,FALSE,0,NA,NA,3,Shoko Komatsu,"Department of Infectious Diseases, Kobe Institute of Health, Kobe, Japan",Japan,NA,Noriko Nakanishi,"Department of Infectious Diseases, Kobe Institute of Health, Kobe, Japan",Japan,https://orcid.org/0000-0002-3088-1254,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,influent wastewater; Legionella; Legionella pneumophila; SBT,10.2166/wh.2024.167,iwaponline.com
105724,22,11,https://iwaponline.com/jwh/article/22/11/2060/105724/A-comprehensive-study-on-bisphenol-A-and,Journal of Water and Health,"A comprehensive study on bisphenol A and estrogenic activity in the Paraíba do Sul River, São Paulo, Brazil",2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.205,7,Cely Roledo,"São Paulo State University (UNESP), Institute of Science and Technology, Environmental Engineering Department, São José dos Campos 12247-016, Brazil",Brazil,https://orcid.org/0000-0002-3191-8960,Cely Roledo,"São Paulo State University (UNESP), Institute of Science and Technology, Environmental Engineering Department, São José dos Campos 12247-016, Brazil",Brazil,https://orcid.org/0000-0002-3191-8960,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,BLYES; BPA; contaminants of emerging concern; endocrine disruptor; water quality index,10.2166/wh.2024.205,iwaponline.com
105614,22,11,https://iwaponline.com/jwh/article/22/11/2076/105614/Healthcare-waste-management-and-antimicrobial,Journal of Water and Health,Healthcare waste management and antimicrobial resistance: a critical review,2024,FALSE,0,NA,NA,4,Jirata Shiferaw Abosse,"College of Veterinary Medicine and Agriculture, Addis Ababa University, Bishoftu, Ethiopia",Ethiopia,https://orcid.org/0000-0001-7411-595X,Jirata Shiferaw Abosse,"College of Veterinary Medicine and Agriculture, Addis Ababa University, Bishoftu, Ethiopia",Ethiopia,https://orcid.org/0000-0001-7411-595X,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,AMR; environments; healthcare waste; human; livestock,10.2166/wh.2024.232,iwaponline.com
105377,22,11,https://iwaponline.com/jwh/article/22/11/2094/105377/The-silent-threat-Unveiling-climate-change-s-water,Journal of Water and Health,The silent threat: Unveiling climate change's water and health challenges in Bangladesh,2024,FALSE,0,NA,NA,1,Monira Parvin Moon,"Bangabandhu Sheikh Mujibur Rahman Agricultural University (BSMRAU), Gazipur, Bangladesh",Bangladesh,https://orcid.org/0000-0002-6596-4623,Monira Parvin Moon,"Bangabandhu Sheikh Mujibur Rahman Agricultural University (BSMRAU), Gazipur, Bangladesh",Bangladesh,https://orcid.org/0000-0002-6596-4623,TRUE,Data cannot be made publicly available; readers should contact the corresponding author for details.,on request,NA,Bangladesh; climate change; health challenges; water challenges,10.2166/wh.2024.349,iwaponline.com
105313,22,11,https://iwaponline.com/jwh/article/22/11/2113/105313/Climate-change-impacts-on-maternal-health-and,Journal of Water and Health,Climate change impacts on maternal health and pregnancy outcomes in Africa,2024,FALSE,0,NA,NA,4,Salifu Dumbuya,"Pan African University Institute for Water and Energy Sciences (Incl. Climate Change), Tlemcen University, B.P. 119 | Pôle Chetouane, Tlemcen 13000, Algeria",Algeria,NA,Mohamed Saber,"Water Resources Research Center, Disaster Prevention Research Institute (DPRI), Kyoto University, Goka-sho, Uji City, Kyoto 611-0011, Japan",Japan,https://orcid.org/0000-0003-2420-8132,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,Africa; climate change; extreme weather; maternal health; preterm birth,10.2166/wh.2024.254,iwaponline.com
105756,22,11,https://iwaponline.com/jwh/article/22/11/2132/105756/Pathogen-validation-of-small-and-large-scale,Journal of Water and Health,Pathogen validation of small- and large-scale recycled water plants utilizing various clarification and media filtration technologies,2024,TRUE,1,docx,https://doi.org/10.2166/wh.2024.263,5,Petra Reeve,"South Australian Water Corporation, Adelaide, SA 5000, Australia",Australia,NA,Ben van den Akker,"South Australian Water Corporation, Adelaide, SA 5000, Australia",Australia,https://orcid.org/0000-0002-1937-6097,TRUE,All relevant data are included in the paper or its Supplementary Information.,in paper,NA,coagulation; media filtration; pathogen validation; recycled wastewater treatment,10.2166/wh.2024.263,iwaponline.com
105413,22,11,https://iwaponline.com/jwh/article/22/11/2146/105413/Long-term-effects-of-wildfires-on-river-water,Journal of Water and Health,Long-term effects of wildfires on river water quality: a comprehensive review of the variability of water quality in South Korea,2024,FALSE,0,NA,NA,2,Changju Kim,"Department of Civil Engineering, Chosun University, Gwangju, South Korea",Republic of Korea,NA,Heechan Han,"Department of Civil Engineering, Chosun University, Gwangju, South Korea",Republic of Korea,https://orcid.org/0000-0002-4078-0967,TRUE,All relevant data are available from an online repository or repositories.,available in online repository,NA,water quality variability; wildfire; water quality assessment; watershed health,10.2166/wh.2024.275,iwaponline.com
