paperid,volume,issue,paper_url,journal,title,published_year,is_supp,num_supp,supp_file_type,supp_url,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,first_author_orcid,correspondence_author_name,correspondence_author_affiliation,correspondence_author_affiliation_country,correspondence_author_orcid,has_das,das,das_type,das_repo_url,das_repo_name,keywords,url_source,doi,article_type,publication_date
10.1371/journal.pwat.0000077,2,3,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000077,PLOS Water,The high health risks of unaffordable water: An in-depth exploration of pathways from water bill burden to health-related impacts in the United States,2023,TRUE,3,tif; docx; xlsx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000077.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000077.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000077.s003&type=supplementary,3,Mariana Sarango,"Social Science & Environmental Health Research Institute, Northeastern University, Boston, MA, United States of America",United States of America,https://orcid.org/0000-0003-1955-4209,Laura Senier,"Social Science & Environmental Health Research Institute, Northeastern University, Boston, MA, United States of America",United States of America,NA,TRUE,"This study analyzes in-depth, semi-structured interviews. Supporting excerpts from the raw data (quotes from interviews with participants) are available within the text of the paper. Complete transcripts include details and information that could reveal the identity of the participants. A deidentified set of transcripts (with names and other identifying information redacted) is deposited in Databrary, a public data repository, along with the codebook used to analyze the data (https://nyu.databrary.org/volume/1550).",available in online repository,https://nyu.databrary.org/volume/1550,NA,/Biology and life sciences/Psychology/Psychological stress; /Earth sciences/Geography/Human geography/Housing; /Earth sciences/Geography/Human geography/Urban geography/Cities; /Engineering and technology/Environmental engineering/Water management; /Medicine and health sciences/Health care/Health economics; /Medicine and health sciences/Health care/Socioeconomic aspects of health; /Medicine and health sciences/Mental health and psychiatry/Psychological stress; /Medicine and health sciences/Public and occupational health/Behavioral and social aspects of health; /Medicine and health sciences/Public and occupational health/Socioeconomic aspects of health; /Social sciences/Economics/Commerce/Payment; /Social sciences/Economics/Health economics; /Social sciences/Human geography/Housing; /Social sciences/Human geography/Urban geography/Cities; /Social sciences/Psychology/Psychological stress,journals.plos.org,10.1371/journal.pwat.0000077,Research Article,2023-03-31
10.1371/journal.pwat.0000060,1,12,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000060,PLOS Water,"Yield, water productivity and nutrient balances under different water management technologies of irrigated wheat in Ethiopia",2022,TRUE,4,docx; rar; vnd.openxmlformats-officedocument.wordprocessingml.document; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000060.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000060.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000060.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000060.s004&type=supplementary,8,Alebachew Enyew Tiruye,"Soil and Water Research Directorate, Adet Agricultural Research Center, Bahir Dar, Ethiopia",Ethiopia,https://orcid.org/0000-0003-4727-1329,Alebachew Enyew Tiruye,"Soil and Water Research Directorate, Adet Agricultural Research Center, Bahir Dar, Ethiopia",Ethiopia,https://orcid.org/0000-0003-4727-1329,TRUE,All relevant data are within the paper and its Supporting Information files.,in paper,NA,NA,/Biology and life sciences/Agriculture/Agricultural methods/Agricultural irrigation; /Biology and life sciences/Agriculture/Agricultural soil science; /Biology and life sciences/Agriculture/Agrochemicals/Fertilizers; /Biology and life sciences/Agriculture/Crop science/Crops; /Biology and life sciences/Agriculture/Crop science/Crops/Cereal crops; /Biology and life sciences/Organisms/Eukaryota/Plants/Grasses/Wheat; /Earth sciences/Soil science/Agricultural soil science; /Engineering and technology/Environmental engineering/Water management; /People and places/Geographical locations/Africa/Ethiopia,journals.plos.org,10.1371/journal.pwat.0000060,Research Article,2022-12-05
10.1371/journal.pwat.0000072,2,2,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000072,PLOS Water,"A framework for modelling emergent sediment loss in the Ombrone River Basin, central Italy",2023,TRUE,3,txt; txt; txt,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000072.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000072.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000072.s003&type=supplementary,4,Nazzareno Diodato,"Met European Research Observatory–International Affiliates Program of the University Corporation for Atmospheric Research, Benevento, Italy",Italy,NA,Fredrik Charpentier Ljungqvist,"Department of History, Stockholm University, Stockholm, Sweden",Sweden,https://orcid.org/0000-0003-0220-3947,TRUE,Uploaded as supplementary information.,in paper,NA,NA,/Biology and life sciences/Paleontology/Paleopedology; /Earth sciences/Atmospheric science/Meteorology/Rain; /Earth sciences/Geology/Petrology/Sediment; /Earth sciences/Geology/Sedimentary geology/Sediment; /Earth sciences/Geomorphology/Erosion; /Earth sciences/Geomorphology/Topography/Landforms/Valleys; /Earth sciences/Hydrology/Flooding; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Rivers; /Earth sciences/Marine and aquatic sciences/Bodies of water/Rivers; /Earth sciences/Paleontology/Paleopedology; /Earth sciences/Soil science/Paleopedology; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Rivers; /Engineering and technology/Signal processing/Image processing,journals.plos.org,10.1371/journal.pwat.0000072,Research Article,2023-02-01
10.1371/journal.pwat.0000078,2,2,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000078,PLOS Water,Quantification of on-farm groundwater use under different dairy production systems in Pakistan,2023,TRUE,1,vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000078.s001&type=supplementary,4,Muhammad Hassan Farooq,"Department of Livestock Management, University of Veterinary and Animal Sciences, Lahore, Pakistan",Pakistan,NA,Muhammad Qamer Shahid,"Department of Livestock Management, University of Veterinary and Animal Sciences, Lahore, Pakistan",Pakistan,https://orcid.org/0000-0003-3950-0750,TRUE,All data used in the analysis are available for download at Mendeley Data repository: http://doi.org/10.17632/3yzxjycrcd.1.,available in online repository,http://doi.org/10.17632/3yzxjycrcd.1; 10.17632/3yzxjycrcd.1,mendeley data,/Biology and life sciences/Agriculture; /Biology and life sciences/Agriculture/Animal management/Animal husbandry; /Biology and life sciences/Agriculture/Animal management/Livestock; /Biology and life sciences/Agriculture/Farms; /Earth sciences/Hydrology/Surface water; /Earth sciences/Marine and aquatic sciences/Bodies of water/Ponds; /Ecology and environmental sciences/Natural resources/Water resources; /People and places/Population groupings/Professions/Agricultural workers,journals.plos.org,10.1371/journal.pwat.0000078,Research Article,2023-02-01
10.1371/journal.pwat.0000113,2,3,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000113,PLOS Water,Increasing the visibility of transboundary groundwater,2023,FALSE,0,NA,NA,1,Sharon B. Megdal,"Water Resources Research Center, The University of Arizona, Tucson, Arizona, United States of America",United States of America,NA,Sharon B. Megdal,"Water Resources Research Center, The University of Arizona, Tucson, Arizona, United States of America",United States of America,NA,FALSE,NA,NA,NA,NA,/Earth sciences/Hydrology/Surface water; /Ecology and environmental sciences/Natural resources/Water resources; /Engineering and technology/Environmental engineering/Water management; /People and places/Geographical locations/North America/Mexico; /People and places/Geographical locations/North America/United States; /People and places/Geographical locations/South America; /Social sciences/Political science/Governments/State governments; /Social sciences/Political science/United Nations,journals.plos.org,10.1371/journal.pwat.0000113,Opinion,2023-03-21
10.1371/journal.pwat.0000111,2,3,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000111,PLOS Water,A paradox of accelerating change,2023,FALSE,0,NA,NA,1,Pierre Horwitz,"School of Science and Centre for People, Place, & Planet, Edith Cowan University, Joondalup, Australia",Australia,https://orcid.org/0000-0002-8689-7888,Pierre Horwitz,"School of Science and Centre for People, Place, & Planet, Edith Cowan University, Joondalup, Australia",Australia,https://orcid.org/0000-0002-8689-7888,FALSE,NA,NA,NA,NA,/Biology and life sciences/Microbiology/Microbial control/Antimicrobial resistance; /Earth sciences/Hydrology/Surface water; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Lakes; /Earth sciences/Marine and aquatic sciences/Bodies of water/Lakes; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Lakes; /Ecology and environmental sciences/Pollution/Water pollution; /Ecology and environmental sciences/Water quality; /Medicine and health sciences/Pharmacology/Antimicrobial resistance; /People and places/Population groupings/Professions/Scientists; /Research and analysis methods/Research design; /Science policy/Science and technology workforce/Careers in research/Scientists; /Science policy/Science and technology workforce/Citizen science,journals.plos.org,10.1371/journal.pwat.0000111,Editorial,2023-03-20
10.1371/journal.pwat.0000096,2,2,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000096,PLOS Water,Traversing the waterways,2023,FALSE,0,NA,NA,3,Debora Walker,"PLOS Water, San Francisco, California, United States of America",United States of America,NA,Pierre Horwitz,"School of Science and Centre for People, Place, & Planet, Edith Cowan University, Joondalup, Australia",Australia,https://orcid.org/0000-0002-8689-7888,FALSE,NA,NA,NA,NA,/Earth sciences/Geography; /Earth sciences/Geography/Human geography/Cultural geography; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Fresh water; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Fresh water; /Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Pollution/Water pollution; /Engineering and technology/Environmental engineering/Water management; /Research and analysis methods/Research assessment/Peer review; /Social sciences/Economics/Labor economics/Employment/Careers; /Social sciences/Human geography/Cultural geography,journals.plos.org,10.1371/journal.pwat.0000096,Editorial,2023-02-15
10.1371/journal.pwat.0000433,4,9,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000433,PLOS Water,Expectations from technologies for managing groundwater should be realistic,2025,FALSE,0,NA,NA,1,Soumya Balasubramanya,"The World Bank, Washington, District of Columbia, United States of America",United States of America,https://orcid.org/0000-0001-8035-7306,Soumya Balasubramanya,"The World Bank, Washington, District of Columbia, United States of America",United States of America,https://orcid.org/0000-0001-8035-7306,FALSE,NA,NA,NA,NA,/Biology and life sciences/Agriculture/Agricultural methods/Agricultural irrigation/Drip irrigation; /Biology and life sciences/Agriculture/Agricultural methods/Agricultural irrigation/Lift irrigation; /Biology and life sciences/Agriculture/Crop science/Crops; /Biology and life sciences/Nutrition/Diet/Food; /Biology and life sciences/Organisms/Eukaryota/Plants/Grasses/Rice; /Engineering and technology/Energy and power/Alternative energy; /Medicine and health sciences/Nutrition/Diet/Food; /People and places/Geographical locations/Asia; /Physical sciences/Physics/Electricity; /Research and analysis methods/Animal studies/Experimental organism systems/Plant and algal models/Rice,journals.plos.org,10.1371/journal.pwat.0000433,Opinion,2025-09-12
10.1371/journal.pwat.0000364,4,9,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000364,PLOS Water,"Environmental influences on the abundance and distribution of gastropods in Edu Local Government Area, North Central Nigeria",2025,TRUE,3,xlsx; xlsx; docx,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000364.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000364.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000364.s003&type=supplementary,2,Joseph O. Sunday,"Parasitology Unit, Kwara State University, Malete, Nigeria",Nigeria,https://orcid.org/0000-0002-1601-0516,Joseph O. Sunday,"Parasitology Unit, Kwara State University, Malete, Nigeria",Nigeria,https://orcid.org/0000-0002-1601-0516,TRUE,The supplementary data for this study are available in the Supporting information section of this article. Also data are within the manuscript.,in paper,NA,NA,/Biology and life sciences/Ecology/Habitats; /Biology and life sciences/Organisms/Eukaryota/Animals/Invertebrates/Molluscs/Gastropods; /Biology and life sciences/Organisms/Eukaryota/Animals/Invertebrates/Molluscs/Gastropods/Snails; /Biology and life sciences/Zoology/Animals/Invertebrates/Molluscs/Gastropods; /Biology and life sciences/Zoology/Animals/Invertebrates/Molluscs/Gastropods/Snails; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Fresh water; /Earth sciences/Seasons; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Fresh water; /Ecology and environmental sciences/Ecology/Habitats; /Medicine and health sciences/Medical conditions/Parasitic diseases/Helminth infections/Schistosomiasis; /Medicine and health sciences/Medical conditions/Tropical diseases/Neglected tropical diseases/Schistosomiasis; /Physical sciences/Chemistry/Chemical compounds/Nitrates; /Physical sciences/Chemistry/Chemical elements/Magnesium,journals.plos.org,10.1371/journal.pwat.0000364,Research Article,2025-09-16
10.1371/journal.pwat.0000424,4,9,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000424,PLOS Water,"Correction: The structure of informal water markets: Insights from spatial monitoring in Lodwar, Kenya",2025,TRUE,2,pdf; pdf,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000424.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000424.s002&type=supplementary,1,NA NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,journals.plos.org,10.1371/journal.pwat.0000424,Correction,2025-09-02
10.1371/journal.pwat.0000465,4,11,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000465,PLOS Water,Dissolved organic matter composition differs across water types in Mid-Atlantic and Great Lakes coastal regions,2025,TRUE,3,doc; pdf; vnd.openxmlformats-officedocument.wordprocessingml.document,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000465.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000465.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000465.s003&type=supplementary,15,Jesse Alan Roebuck,"Biological Sciences Division, Pacific Northwest National Laboratory, Sequim, Washington, United States of America",United States of America,NA,Allison N. Myers-Pigg,"Biological Sciences Division, Pacific Northwest National Laboratory, Sequim, Washington, United States of America",United States of America,https://orcid.org/0000-0002-6905-6841,TRUE,"The data used in this study is from the EXCHANGE campaign 1 community sampling effort and can be found at the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) data repository [29,46]. Additional processed data is available in the Supporting Information. Scripts required to reproduce figures and statistical analyses are available at https://github.com/COMPASS-DOE/ec1_surfacewaterDOM_paper.",available in online repository,https://github.com/COMPASS-DOE/ec1_surfacewaterDOM_paper,github,/Earth sciences/Geochemistry/Biogeochemistry; /Earth sciences/Hydrology/Surface water; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Fresh water; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Lakes; /Earth sciences/Marine and aquatic sciences/Aquatic environments/Freshwater environments/Rivers; /Earth sciences/Marine and aquatic sciences/Bodies of water/Estuaries; /Earth sciences/Marine and aquatic sciences/Bodies of water/Lakes; /Earth sciences/Marine and aquatic sciences/Bodies of water/Rivers; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Fresh water; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Lakes; /Ecology and environmental sciences/Aquatic environments/Freshwater environments/Rivers; /Ecology and environmental sciences/Biogeochemistry; /Ecology and environmental sciences/Water quality; /Physical sciences/Chemistry/Chemical properties/Salinity; /Physical sciences/Chemistry/Geochemistry/Biogeochemistry; /Physical sciences/Chemistry/Physical chemistry/Chemical properties/Salinity,journals.plos.org,10.1371/journal.pwat.0000465,Research Article,2025-11-07
10.1371/journal.pwat.0000378,4,11,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000378,PLOS Water,"Institutional barriers to food safety: The irrigated vegetable value chain in Accra, Ghana",2025,FALSE,0,NA,NA,4,David Galibourg,"Water Engineering and Development Centre (WEDC), School of Architecture, Building and Civil Engineering, Loughborough University, Loughborough, United Kingdom",United Kingdom of Great Britain and Northern Ireland,https://orcid.org/0000-0003-2676-3551,David Galibourg,"Water Engineering and Development Centre (WEDC), School of Architecture, Building and Civil Engineering, Loughborough University, Loughborough, United Kingdom",United Kingdom of Great Britain and Northern Ireland,https://orcid.org/0000-0003-2676-3551,TRUE,The data is available in the Loughborough repository on the following link: https://doi.org/10.17028/rd.lboro.28827659.,available in online repository,https://doi.org/10.17028/rd.lboro.28827659; 10.17028/rd.lboro.28827659,NA,/Biology and life sciences/Agriculture; /Biology and life sciences/Agriculture/Agricultural methods/Agricultural irrigation; /Biology and life sciences/Nutrition/Diet/Food; /Biology and life sciences/Organisms/Eukaryota/Plants/Vegetables; /Earth sciences/Hydrology/Surface water; /Ecology and environmental sciences/Natural resources/Water resources; /Medicine and health sciences/Nutrition/Diet/Food; /Medicine and health sciences/Public and occupational health; /People and places/Population groupings/Professions/Agricultural workers,journals.plos.org,10.1371/journal.pwat.0000378,Research Article,2025-11-24
10.1371/journal.pwat.0000414,4,9,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000414,PLOS Water,Active regulating of onsite sanitation can bridge the gap between policy and practice and transform the sector,2025,FALSE,0,NA,NA,5,Sam Drabble,"Water & Sanitation for Urban Populations, London, United Kingdom",United Kingdom of Great Britain and Northern Ireland,https://orcid.org/0000-0002-7169-8675,Sam Drabble,"Water & Sanitation for Urban Populations, London, United Kingdom",United Kingdom of Great Britain and Northern Ireland,https://orcid.org/0000-0002-7169-8675,FALSE,NA,NA,NA,NA,/Engineering and technology/Environmental engineering/Water management; /Medicine and health sciences/Health care/Environmental health/Sanitation; /Medicine and health sciences/Health care/Health care policy; /Medicine and health sciences/Public and occupational health; /Medicine and health sciences/Public and occupational health/Environmental health/Sanitation; /People and places/Geographical locations/Africa; /People and places/Geographical locations/Africa/Zambia; /Social sciences/Law and legal sciences/Regulations; /Social sciences/Political science/Public policy,journals.plos.org,10.1371/journal.pwat.0000414,Opinion,2025-09-03
10.1371/journal.pwat.0000498,5,2,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000498,PLOS Water,Fluid data: The problem of accurately estimating household access to water and sanitation in the United States,2026,FALSE,0,NA,NA,3,Stephen P. Gasteyer,"Department of Sociology, Michigan State University, East Lansing, Michigan, United States of America,",NA,https://orcid.org/0000-0001-7158-0311,Stephen P. Gasteyer,"Department of Sociology, Michigan State University, East Lansing, Michigan, United States of America,",NA,https://orcid.org/0000-0001-7158-0311,FALSE,NA,NA,NA,NA,/Earth sciences/Geography/Human geography/Housing; /Ecology and environmental sciences/Natural resources/Water resources; /Ecology and environmental sciences/Pollution/Water pollution; /Ecology and environmental sciences/Water quality; /Engineering and technology/Environmental engineering/Water management; /Medicine and health sciences/Health care/Environmental health/Sanitation; /Medicine and health sciences/Public and occupational health/Environmental health/Sanitation; /Research and analysis methods/Research design/Survey research/Census; /Social sciences/Economics/Finance; /Social sciences/Human geography/Housing,journals.plos.org,10.1371/journal.pwat.0000498,Essay,2026-02-03
10.1371/journal.pwat.0000419,5,2,https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000419,PLOS Water,"Genomic characterization of resistant <i>Escherichia coli</i> isolated from household water in municipal Ibadan, Nigeria",2026,TRUE,6,docx; xls; xls; pdf; msword; msword,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000419.s001&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000419.s002&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000419.s003&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000419.s004&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000419.s006&type=supplementary; https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000419.s007&type=supplementary,11,Ifeoluwa Akintayo,"Department of Pharmaceutical Microbiology and Biotechnology, Faculty of Pharmaceutical Sciences, University of Ibadan, Ibadan, Oyo State, Nigeria",Nigeria,https://orcid.org/0000-0002-4234-7649,Ifeoluwa Akintayo,"Department of Pharmaceutical Microbiology and Biotechnology, Faculty of Pharmaceutical Sciences, University of Ibadan, Ibadan, Oyo State, Nigeria",Nigeria,https://orcid.org/0000-0002-4234-7649,TRUE,The sequence reads in this study were deposited in the European Nucleotide Archive (ENA) under project PRJEB8667. The ENA accession numbers of genome sequences submitted can be found in supplementary table (S2 Table) and it can be searched via the link: https://www.ebi.ac.uk/ena/browser/home. Links to all online tools used in the analysis of genomic sequences are presented within the text in the manuscript.,available in online repository,https://www.ebi.ac.uk/ena/browser/home,NA,/Biology and life sciences/Biochemistry/Nucleic acids/DNA/Forms of DNA/Plasmids; /Biology and life sciences/Genetics/DNA/Forms of DNA/Plasmids; /Biology and life sciences/Genetics/Genetic elements/Mobile genetic elements/Plasmids; /Biology and life sciences/Genetics/Genomics; /Biology and life sciences/Genetics/Genomics/Mobile genetic elements/Plasmids; /Biology and life sciences/Genetics/Single nucleotide polymorphisms; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens; /Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens/Escherichia coli; /Biology and life sciences/Microbiology/Microbial control/Antimicrobial resistance; /Biology and life sciences/Microbiology/Microbial control/Antimicrobial resistance/Antibiotic resistance; /Biology and life sciences/Organisms/Bacteria/Enterobacteriaceae/Escherichia/Escherichia coli; /Biology and life sciences/Organisms/Bacteria/Gut bacteria/Escherichia/Escherichia coli; /Ecology and environmental sciences/Natural resources/Water resources; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens; /Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens/Escherichia coli; /Medicine and health sciences/Pharmacology/Antimicrobial resistance; /Medicine and health sciences/Pharmacology/Antimicrobial resistance/Antibiotic resistance; /Research and analysis methods/Animal studies/Experimental organism systems/Model organisms/Escherichia coli; /Research and analysis methods/Animal studies/Experimental organism systems/Prokaryotic models/Escherichia coli; /Research and analysis methods/Model organisms/Escherichia coli,journals.plos.org,10.1371/journal.pwat.0000419,Research Article,2026-02-04
